Company,Location,Date,Rocket,Mission,RocketStatus,MissionStatus,Country
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",01/12/1990,Atlas-E/F Star-37S-ISS,DMSP F-10,Retired,Success,USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA",02/12/1990,Space Shuttle Columbia,STS-35,Retired,Success,USA
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",04/12/1990,Tsyklon-2,Cosmos 2107,Retired,Success,Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",10/12/1990,Cosmos-3M (11K65M),Cosmos 2112,Retired,Success,Russia
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",22/12/1990,Tsyklon-3,Cosmos 2114 to 2119,Retired,Success,Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",08/01/1991,Delta II 7925,NATO 4A,Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",15/01/1991,Ariane 44L,"Italsat-1, Eutelsat 2F2",Retired,Success,France
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",18/01/1991,Tsyklon-2,Cosmos 2122,Retired,Success,Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",29/01/1991,Cosmos-3M (11K65M),Oscar-21,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05/02/1991,Cosmos-3M (11K65M),Cosmos 2123,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",12/02/1991,Cosmos-3M (11K65M),Cosmos 2125 to 2132,Retired,Success,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",15/02/1991,Molniya-M /Block ML,Molniya-1 n†­147,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",26/02/1991,Cosmos-3M (11K65M),Cosmos 2135,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",02/03/1991,Ariane 44LP,"Astra 1B, Meteosat 5",Retired,Success,France
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",08/03/1991,Titan IV(403)A,Lacrosse,Retired,Success,USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",08/03/1991,Delta II 6925,Inmarsat-2 F2,Retired,Success,USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",12/03/1991,Cosmos-3M (11K65M),Nadiezhda n†­6,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",19/03/1991,Cosmos-3M (11K65M),Cosmos 2137,Retired,Success,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",22/03/1991,Molniya-M /Block ML,Molniya-3 n†­148,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",04/04/1991,Ariane 44P,Anik E2,Retired,Success,France
NASA,"LC-39B, Kennedy Space Center, Florida, USA",05/04/1991,Space Shuttle Atlantis,STS-37,Retired,Success,USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",13/04/1991,Delta II 7925,ASC-2 (Spacenet F4),Retired,Success,USA
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",16/04/1991,Cosmos-3M (11K65M),Cosmos 2142,Retired,Success,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",18/04/1991,Atlas I,Yuri 3H,Retired,Failure,USA
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24/04/1991,Tsyklon-3,Meteor-3 n†­4,Retired,Success,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",28/04/1991,Space Shuttle Discovery,STS-39,Retired,Success,USA
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",14/05/1991,Atlas-E/F Star-37S-ISS,NOAA-D,Retired,Success,USA
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",16/05/1991,Tsyklon-3,Cosmos 2143 to 2148,Retired,Success,Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",29/05/1991,Delta II 7925,Aurora 2,Retired,Success,USA
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",04/06/1991,Tsyklon-3,Okean 3,Retired,Success,Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA",05/06/1991,Space Shuttle Columbia,STS-40,Retired,Success,USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",11/06/1991,Cosmos-3M (11K65M),Cosmos 2150,Retired,Success,Russia
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",13/06/1991,Tsyklon-3,Cosmos 2151,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",18/06/1991,Molniya-M /Block ML,Molniya-1 n†­149,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",25/06/1991,Cosmos-3M (11K65M),Ta??foun n†­59,Retired,Failure,Russia
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",04/07/1991,Delta II 7925,USA-71 (GPS IIA-2),Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",17/07/1991,Ariane 40,"ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA",Retired,Success,France
Northrop,"NB-52B Carrier, Edwards AFB, California, USA",21/07/1991,Pegasus/HAPS,7 Microsats,Retired,Partial Failure,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01/08/1991,Molniya-M /Block ML,Molniya-1 n†­150,Retired,Success,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",02/08/1991,Space Shuttle Atlantis,STS-43,Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",14/08/1991,Ariane 44L,Intelsat 605,Retired,Success,France
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",15/08/1991,Tsyklon-3,Meteor-3 n†­5,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",22/08/1991,Cosmos-3M (11K65M),Cosmos 2154,Retired,Success,Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan",25/08/1991,H-I UM-129A (9SO),BS-3B,Retired,Success,Japan
MHI,"SLC-N, Tanegashima Space Center, Japan",25/08/1991,H-I (9 SO),BS-3B (Yuri-3B),Retired,Success,Japan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29/08/1991,Vostok-2M,IRS-1B,Retired,Success,Kazakhstan
ISAS,"Mu Pad, Uchinoura Space Center, Japan",30/08/1991,Mu-III S2,Yohkoh,Retired,Success,Japan
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",30/08/1991,Zenit-2,Tselina-2 n†­9,Retired,Failure,Kazakhstan
NASA,"LC-39A, Kennedy Space Center, Florida, USA",12/09/1991,Space Shuttle Discovery,STS-48,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",17/09/1991,Molniya-M /Block ML,Molniya-3 n†­151,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",26/09/1991,Ariane 44P,Anik E1,Retired,Success,France
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",28/09/1991,Tsyklon-3,Cosmos 2157 to 2162,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",10/10/1991,Cosmos-3M (11K65M),Cosmos 2164,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",29/10/1991,Ariane 44L,Intelsat 6AF1,Retired,Success,France
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",08/11/1991,Titan IV(403)A,SLDCOM & NOSS 3x,Retired,Success,USA
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",12/11/1991,Tsyklon-3,Cosmos 2165 to 2170,Retired,Success,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",24/11/1991,Space Shuttle Atlantis,STS-44,Retired,Success,USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",27/11/1991,Cosmos-3M (11K65M),Cosmos 2173,Retired,Success,Russia
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",28/11/1991,Atlas-E/F Star-37S-ISS,DMSP F-11,Retired,Success,USA
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",07/12/1991,Atlas II,Eutelsat 2F3,Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",16/12/1991,Ariane 44L,"Telecom 2A, Inmarsat 2F3",Retired,Success,France
Yuzhmash,"Site 32/2, Plesetsk Cosmodrome, Russia",18/12/1991,Tsyklon-3,Intercosmos 25 & Magion 3,Retired,Success,Russia
RVSN USSR,"Site 175/58, Baikonur Cosmodrome, Kazakhstan",20/12/1991,Rokot/Briz K,GVM Demo Flight,Retired,Success,Kazakhstan
CASC,"LC-3, Xichang Satellite Launch Center, China",28/12/1991,Long March 3,DFH-2A-T5,Retired,Partial Failure,China
NASA,"LC-39A, Kennedy Space Center, Florida, USA",22/01/1992,Space Shuttle Discovery,STS-42,Retired,Success,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24/01/1992,Molniya-M /Block 2BL,Cosmos 2176,Retired,Success,Russia
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",05/02/1992,Zenit-2,Tselina-2 n†­10,Retired,Failure,Kazakhstan
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",11/02/1992,Atlas II,USA-78 (DSCS IIIB-14),Retired,Success,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",11/02/1992,H-I (9 SO),JERS 1,Retired,Success,Japan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",17/02/1992,Cosmos-3M (11K65M),Cosmos 2180,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",26/02/1992,Ariane 44L,"Superbird-B1, Arabsat-1C",Retired,Success,France
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",04/03/1992,Molniya-M /Block ML,Molniya-1 n†­152,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",09/03/1992,Cosmos-3M (11K65M),Cosmos 2181,Retired,Success,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",14/03/1992,Atlas I,Galaxy 5,Retired,Success,USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",23/03/1992,Delta II 7925,USA-79 (GPS IIA-3),Retired,Success,USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA",24/03/1992,Space Shuttle Atlantis,STS-45,Retired,Success,USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/04/1992,Delta II 7925,USA-80 (GPS IIA-4),Retired,Success,USA
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15/04/1992,Cosmos-3M (11K65M),Cosmos 2184,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",15/04/1992,Ariane 44L,"Telecom 2B, Inmarsat-2F4",Retired,Success,France
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",25/04/1992,Titan II(23)G,USA-81,Retired,Success,USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA",07/05/1992,Space Shuttle Endeavour,STS-49,Retired,Success,USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",14/05/1992,Delta II 7925,Palapa B4,Retired,Success,USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",03/06/1992,Cosmos-3M (11K65M),Cosmos 2187 to 2194,Retired,Success,Russia
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",07/06/1992,Delta II 6920-10,EUVE,Retired,Success,USA
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/06/1992,Atlas IIA,Intelsat K,Retired,Success,USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA",25/06/1992,Space Shuttle Columbia,STS-50,Retired,Success,USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",01/07/1992,Cosmos-3M (11K65M),Cosmos 2195,Retired,Success,Russia
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",02/07/1992,Atlas II,USA-82 (DSCS IIIB-12),Retired,Success,USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",07/07/1992,Delta II 7925,USA-83 (GPS IIA-5),Retired,Success,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",08/07/1992,Molniya-M /Block 2BL,Cosmos 2196,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",09/07/1992,Ariane 44L,"Insat-2A, Eutelsat 2F4",Retired,Success,France
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",13/07/1992,Tsyklon-3,Cosmos 2197 to 2202,Retired,Success,Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",24/07/1992,Delta II 7925,Satcom C4,Retired,Success,USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",24/07/1992,Delta II 6925,GEOTAIL,Retired,Success,USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA",31/07/1992,Space Shuttle Atlantis,STS-46,Retired,Success,USA
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",06/08/1992,Molniya-M /Block NVL,Molniya-1 n†­153,Retired,Success,Russia
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",09/08/1992,Long March 2D,FSW-2 No.1,Active,Success,China
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/08/1992,Ariane 42P,"TOPEX/Poseidon, Oscar 23, S80/T",Retired,Success,France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",12/08/1992,Cosmos-3M (11K65M),Cosmos 2208,Retired,Success,Russia
CASC,"LC-2, Xichang Satellite Launch Center, China",13/08/1992,Long March 2E,Optus-B1,Retired,Success,China
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",22/08/1992,Atlas I,Galaxy 1R,Retired,Failure,USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",09/09/1992,Delta II 7925,USA-84 (GPS IIA-6),Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",10/09/1992,Ariane 44LP,"Hispasat 1A, Satcom C3",Retired,Success,France
NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/09/1992,Space Shuttle Endeavour,STS-47,Retired,Success,USA
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",25/09/1992,Commercial Titan III,Mars Observer,Retired,Success,USA
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",06/10/1992,Long March 2C,"FSW-1 No.4, Freja",Active,Success,China
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",12/10/1992,Delta II 7925,DFS Kopernikus 3,Retired,Success,USA
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",14/10/1992,Molniya-M /Block ML,Molniya-3 n†­154,Retired,Success,Russia
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",20/10/1992,Tsyklon-3,Cosmos 2211 to 2216,Retired,Success,Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA",22/10/1992,Space Shuttle Columbia,STS-52,Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",28/10/1992,Ariane 42P,Galaxy-7,Retired,Success,France
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",29/10/1992,Cosmos-3M (11K65M),Cosmos 2218,Retired,Success,Russia
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",17/11/1992,Zenit-2,Cosmos 2219,Retired,Success,Kazakhstan
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",21/11/1992,Molniya-M /Block 2BL,Cosmos 2217,Retired,Success,Russia
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",22/11/1992,Delta II 7925,USA-85 (GPS IIA-7),Retired,Success,USA
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",24/11/1992,Tsyklon-3,Cosmos 2221,Retired,Success,Russia
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",25/11/1992,Molniya-M /Block 2BL,Cosmos 2222,Retired,Success,Russia
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",28/11/1992,Titan IV(404)A,KH-11 Kennen,Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",01/12/1992,Ariane 42P,Superbird A1,Retired,Success,France
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",02/12/1992,Molniya-M /Block ML,Molniya-3 n†­155,Retired,Success,Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA",02/12/1992,Space Shuttle Discovery,STS-53,Retired,Success,USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",18/12/1992,Delta II 7925,USA-87 (GPS IIA-8),Retired,Success,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",21/12/1992,Long March 2E,Optus-B2,Retired,Failure,China
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",22/12/1992,Tsyklon-3,Cosmos 2226,Retired,Success,Russia
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",25/12/1992,Zenit-2,Cosmos 2227,Retired,Success,Kazakhstan
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",25/12/1992,Tsyklon-3,Cosmos 2228,Retired,Success,Russia
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",12/01/1993,Cosmos-3M (11K65M),Cosmos 2230,Retired,Success,Russia
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",13/01/1993,Molniya-M /Block ML,Molniya-1 n†­156,Retired,Success,Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA",13/01/1993,Space Shuttle Endeavour,STS-54,Retired,Success,USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",26/01/1993,Molniya-M /Block 2BL,Cosmos 2232,Retired,Success,Russia
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",03/02/1993,Delta II 7925,USA-88 (GPS IIA-9),Retired,Success,USA
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",09/02/1993,Cosmos-3M (11K65M),Cosmos 2233,Retired,Success,Russia
Northrop,"NB-52B Carrier, Cape Canaveral AFS, Florida, USA",09/02/1993,Pegasus,SCD-1,Retired,Success,USA
ISAS,"Mu Pad, Uchinoura Space Center, Japan",20/02/1993,Mu-III S2,Asuka,Retired,Success,Japan
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",16/03/1993,Tsyklon-3,Cosmos 2242,Retired,Success,Russia
MITT,"Site 158, Plesetsk Cosmodrome, Russia",25/03/1993,Start-1,EKA-1,Active,Success,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",25/03/1993,Atlas I,UHF F1,Retired,Failure,USA
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26/03/1993,Zenit-2,Cosmos 2237,Retired,Success,Kazakhstan
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",30/03/1993,Delta II 7925,USA-90 (GPS IIA-10)/SEDS-1,Retired,Success,USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",30/03/1993,Tsyklon-2,Cosmos 2238,Retired,Success,Kazakhstan
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",01/04/1993,Cosmos-3M (11K65M),Cosmos 2239,Retired,Success,Russia
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",06/04/1993,Molniya-M /Block 2BL,Cosmos 2241,Retired,Success,Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA",08/04/1993,Space Shuttle Discovery,STS-56,Retired,Success,USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",09/04/1993,Molniya-M /Block 2BL,Cosmos 2340,Retired,Success,Russia
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",16/04/1993,Tsyklon-3,Cosmos 2242,Retired,Success,Russia
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",21/04/1993,Molniya-M /Block ML,Molniya-3 n†­157,Retired,Success,Russia
Northrop,"NB-52B Carrier, Edwards AFB, California, USA",25/04/1993,Pegasus,ALEXIS,Retired,Success,USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA",26/04/1993,Space Shuttle Columbia,STS-55,Retired,Success,USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",28/04/1993,Tsyklon-2,Cosmos 2244,Retired,Success,Kazakhstan
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",11/05/1993,Tsyklon-3,Cosmos 2245 to 2250,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",12/05/1993,Ariane 42L,"Astra 1C, Arsene",Retired,Success,France
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",13/05/1993,Delta II 7925,USA-91 (GPS IIA-11),Retired,Success,USA
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",26/05/1993,Molniya-M /Block ML,Molniya-1 n†­158,Retired,Success,Russia
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",16/06/1993,Cosmos-3M (11K65M),Cosmos 2251,Retired,Success,Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA",21/06/1993,Space Shuttle Endeavour,STS-57,Retired,Success,USA
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",24/06/1993,Tsyklon-3,Cosmos 2252 to 2257,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",25/06/1993,Ariane 44P,Galaxy-4,Retired,Success,France
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",26/06/1993,Delta II 7925,USA-92 (GPS IIA-12)/PMG,Retired,Success,USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",07/07/1993,Tsyklon-2,Cosmos 2258,Retired,Success,Kazakhstan
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",19/07/1993,Atlas II,USA-93 (DSCS IIIB-9),Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",22/07/1993,Ariane 44L,"Hispasat 1B, Insat-2B",Retired,Success,France
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",02/08/1993,Titan IV(403)A,SLDCOM & 3x NOSS,Retired,Failure,USA
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",04/08/1993,Molniya-M /Block ML,Molniya-3 n†­159,Retired,Success,Russia
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",09/08/1993,Atlas-E/F Star-37S-ISS,NOAA-I,Retired,Success,USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",10/08/1993,Molniya-M /Block 2BL,Cosmos 2261,Retired,Success,Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",30/08/1993,Delta II 7925,USA-94 (GPS IIA-13),Retired,Success,USA
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",31/08/1993,Tsyklon-3,Meteor-2 n†­21 & Temisat,Retired,Success,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",03/09/1993,Atlas I,UHF F2,Retired,Success,USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA",12/09/1993,Space Shuttle Discovery,STS-51,Retired,Success,USA
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",16/09/1993,Zenit-2,Cosmos 2263,Retired,Success,Kazakhstan
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",17/09/1993,Tsyklon-2,Cosmos 2264,Retired,Success,Kazakhstan
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",20/09/1993,PSLV-G,IRS-P1,Retired,Failure,India
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",26/09/1993,Ariane 40,"SPOT-3, Stella & Others",Retired,Success,France
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",05/10/1993,Titan II(23)G,Landsat 6,Retired,Failure,USA
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",08/10/1993,Long March 2C,FSW-1 No.5,Active,Success,China
NASA,"LC-39B, Kennedy Space Center, Florida, USA",18/10/1993,Space Shuttle Columbia,STS-58,Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",22/10/1993,Ariane 44LP,Intelsat 701,Retired,Success,France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",26/10/1993,Cosmos-3M (11K65M),Cosmos 2265,Retired,Success,Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",26/10/1993,Delta II 7925,USA-96 (GPS IIA-14),Retired,Success,USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",02/11/1993,Cosmos-3M (11K65M),Cosmos 2266,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",20/11/1993,Ariane 44LP,"Solidaridad 1, Meteosat 6",Retired,Success,France
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",28/11/1993,Atlas II,USA-97 (DSCS IIIB-10,Retired,Success,USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA",02/12/1993,Space Shuttle Endeavour,STS-61,Retired,Success,USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",08/12/1993,Delta II 7925,NATO 4B,Retired,Success,USA
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",16/12/1993,Atlas IIAS,Telstar 401,Retired,Success,USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",18/12/1993,Ariane 44L,"DBS-1, Thaicom-1",Retired,Success,France
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",22/12/1993,Molniya-M /Block ML,Molniya-1T n†­160,Retired,Success,Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",24/01/1994,Ariane 44LP,"Eutelsat 2F5, Turksat 1A",Retired,Failure,France
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",25/01/1994,Tsyklon-3,Meteor-3 n†­6 & Tubsat-B,Retired,Success,Russia
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",25/01/1994,Titan II(23)G,Clementine,Retired,Success,USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA",03/02/1994,Space Shuttle Discovery,STS-60,Retired,Success,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",03/02/1994,H-II,Ryusei & Myojo,Retired,Success,Japan
